state,district,year,crop,groundwater_ph,ec_groundwater_(µs/cm),hardness_groundwater_(mg/l),nitrate_groundwater_(mg/l),rainfall_mm,soil_ph,soil_organic_carbon,soil_nitrogen,soil_phosphorus,soil_potassium,crop_yield
Gujarat,Bhavnagar,2022,Rice,7.53,1180.59,408.15,32.24,633,7.63,0.6,206.0,20.84,253,1620
Gujarat,Bhavnagar,2022, Bajra,7.64,1212.57,410.55,33.25,610,7.3,0.6,212.0,20.72,255,1370
Gujarat,Bhavnagar,2022,Cotton,7.31,1183.12,398.32,32.6,597,7.4,0.6,209.0,21.26,259,1990
Gujarat,Bhavnagar,2022,Sugarcane,7.34,1170.96,405.54,32.81,620,7.63,0.58,201.0,21.43,262,1206
Gujarat,Sabarkantha,2022,Wheat,7.63,1391.75,443.18,45.74,906,7.62,0.71,223.0,21.38,268,2820
Gujarat,Sabarkantha,2022,Rice,7.67,1353.05,453.53,45.08,916,7.84,0.72,231.0,21.81,276,1980
Gujarat,Sabarkantha,2022, Bajra,7.53,1382.2,439.68,44.73,919,7.75,0.7,231.0,21.85,267,1520
Gujarat,Sabarkantha,2022,Cotton,7.52,1364.8,453.77,45.08,901,7.62,0.71,230.0,21.65,267,2010
Gujarat,Sabarkantha,2022,Sugarcane,7.83,1337.52,416.95,43.21,895,7.78,0.7,229.0,21.93,266,1130
Gujarat,Amreli,2022,Wheat,7.4,1247.48,406.33,40.71,630,7.73,0.69,217.0,20.4,239,2200
Gujarat,Amreli,2022,Rice,7.7,1239.14,392.72,38.23,651,7.38,0.71,209.0,20.44,251,1540
Gujarat,Amreli,2022, Bajra,7.71,1211.02,411.22,38.56,636,7.45,0.67,208.0,20.02,244,1280
Gujarat,Amreli,2022,Cotton,8.08,1268.34,388.79,39.08,656,7.62,0.69,216.0,20.39,236,1930
Gujarat,Amreli,2022,Sugarcane,7.67,1258.65,404.69,38.61,638,7.32,0.69,215.0,20.42,245,1230
Gujarat,Banaskantha,2021,Wheat,7.35,1330.9,402.71,36.6,668,7.3,0.69,212.0,21.15,273,2500
Gujarat,Banaskantha,2021,Rice,7.62,1341.7,403.31,36.01,649,7.27,0.71,206.0,21.24,281,2100
Gujarat,Banaskantha,2021, Bajra,7.67,1370.08,409.37,37.05,646,7.19,0.7,211.0,21.45,281,1400
Gujarat,Banaskantha,2021,Cotton,7.38,1313.52,412.8,35.81,666,7.08,0.68,210.0,21.44,281,1850
Gujarat,Banaskantha,2021,Sugarcane,7.64,1300.1,412.27,37.96,657,6.98,0.7,205.0,20.42,299,1352
Gujarat,Anand,2021,Wheat,7.79,1400.95,449.91,37.81,660,7.49,0.79,211.0,20.47,277,2700
Gujarat,Anand,2021,Rice,7.87,1358.67,413.94,37.05,673,7.1,0.8,210.0,21.39,287,2300
Gujarat,Anand,2021, Bajra,7.85,1373.46,435.9,36.2,671,7.43,0.81,209.0,21.89,276,1500
Gujarat,Anand,2021,Cotton,7.8,1366.6,416.13,36.47,661,7.3,0.81,219.0,21.43,282,1900
Gujarat,Anand,2021,Sugarcane,7.65,1382.26,425.94,37.5,699,7.53,0.78,214.0,20.36,284,1220
Gujarat,Rajkot,2021,Wheat,7.46,1267.56,421.82,35.32,621,7.01,0.75,212.0,19.67,276,2400
Gujarat,Rajkot,2021,Rice,7.59,1342.44,398.23,35.14,628,7.28,0.74,219.0,19.78,282,2000
Gujarat,Rajkot,2021, Bajra,7.11,1262.82,419.54,34.58,640,7.39,0.74,216.0,20.3,272,1350
Gujarat,Rajkot,2021,Cotton,7.44,1288.56,410.08,35.05,605,7.34,0.76,218.0,20.24,278,1850
Gujarat,Rajkot,2021,Sugarcane,7.56,1303.4,401.95,34.73,646,7.21,0.76,218.0,19.99,274,1160
Gujarat,Ahmedabad,2021,Wheat,7.37,1340.56,420.81,37.08,640,7.48,0.77,215.0,20.12,268,2600
Gujarat,Ahmedabad,2021,Rice,7.56,1358.28,425.0,38.88,629,7.38,0.78,208.0,20.59,273,2200
Gujarat,Ahmedabad,2021, Bajra,7.52,1331.68,413.13,38.6,641,7.45,0.78,208.0,20.34,271,1450
Gujarat,Ahmedabad,2021,Cotton,7.52,1348.69,437.58,38.47,631,7.56,0.77,211.0,19.94,275,1880
Gujarat,Ahmedabad,2021,Sugarcane,7.59,1336.51,411.55,38.48,652,7.42,0.77,213.0,19.99,268,1250
Gujarat,Kheda,2021,Wheat,7.88,1388.77,435.21,37.42,649,7.42,0.78,211.0,20.33,283,2700
Gujarat,Kheda,2021,Rice,8.04,1406.27,439.33,38.66,652,7.45,0.8,206.0,20.75,274,2250
Gujarat,Kheda,2021, Bajra,7.78,1400.35,447.62,38.14,632,7.68,0.77,219.0,21.0,279,1500
Gujarat,Kheda,2021,Cotton,7.86,1402.73,443.35,39.66,653,7.54,0.82,213.0,21.02,281,1920
Gujarat,Kheda,2021,Sugarcane,7.91,1378.36,453.73,37.39,650,7.31,0.81,218.0,20.81,283,1245
Gujarat,Bhavnagar,2021,Wheat,7.61,1310.09,432.1,38.01,635,7.51,0.77,216.0,19.97,271,2500
Gujarat,Bhavnagar,2021,Rice,7.33,1371.26,429.57,36.29,623,7.74,0.76,215.0,20.38,274,2100
Gujarat,Bhavnagar,2021, Bajra,7.27,1333.08,412.93,37.51,646,7.29,0.73,209.0,19.61,269,1400
Gujarat,Bhavnagar,2021,Cotton,7.69,1361.37,423.06,37.78,659,7.24,0.76,211.0,20.2,272,1850
Gujarat,Bhavnagar,2021,Sugarcane,7.55,1331.8,420.36,35.7,670,7.49,0.74,208.0,19.79,268,1310
Gujarat,Sabarkantha,2021,Wheat,7.57,1303.87,406.2,35.6,674,7.32,0.73,207.0,21.31,270,2450
Gujarat,Sabarkantha,2021,Rice,7.48,1351.38,406.18,35.27,652,7.13,0.77,213.0,21.07,271,2100
Gujarat,Sabarkantha,2021, Bajra,7.6,1330.11,411.98,36.23,656,7.35,0.74,204.0,20.95,280,1350
Gujarat,Sabarkantha,2021,Cotton,7.73,1297.7,394.31,35.35,636,7.21,0.72,206.0,20.87,276,1820
Gujarat,Sabarkantha,2021,Sugarcane,7.46,1324.22,395.86,34.98,648,7.26,0.75,213.0,20.38,264,1165
Gujarat,Surendranagar,2021,Wheat,7.55,1344.59,408.05,38.0,657,7.52,0.75,208.0,20.04,265,2400
Gujarat,Surendranagar,2021,Rice,7.44,1297.84,410.47,36.95,672,7.41,0.76,214.0,20.39,275,2050
Gujarat,Surendranagar,2021, Bajra,7.4,1311.84,402.88,37.74,652,7.36,0.77,211.0,19.72,274,1300
Gujarat,Surendranagar,2021,Cotton,7.59,1328.75,402.14,37.27,672,7.41,0.74,208.0,19.87,273,1800
Gujarat,Surendranagar,2021,Sugarcane,7.65,1345.75,418.7,36.52,618,7.11,0.74,212.0,19.84,272,1274
Gujarat,Bharuch,2021,Wheat,7.38,1391.15,403.88,37.22,681,7.72,0.75,221.0,21.1,283,2600
Gujarat,Bharuch,2021,Rice,7.54,1432.06,419.78,36.97,658,7.25,0.77,211.0,21.55,272,2200
Gujarat,Bharuch,2021, Bajra,7.55,1384.82,420.51,36.14,689,7.32,0.75,213.0,20.32,272,1450
Gujarat,Bharuch,2021,Cotton,7.48,1387.11,440.69,37.85,651,7.41,0.78,217.0,21.08,282,1880
Gujarat,Bharuch,2021,Sugarcane,7.58,1377.95,418.38,37.56,678,7.33,0.76,209.0,21.11,281,1310
Gujarat,Amreli,2021,Wheat,7.54,1261.71,397.11,34.28,604,7.32,0.72,213.0,19.82,272,2300
Gujarat,Amreli,2021,Rice,7.55,1327.76,411.38,34.56,605,7.2,0.7,212.0,20.34,265,2000
Gujarat,Amreli,2021, Bajra,7.4,1292.13,414.38,35.29,614,7.41,0.69,210.0,20.09,271,1300
Gujarat,Amreli,2021,Cotton,7.53,1249.5,398.35,33.83,619,7.16,0.72,206.0,19.5,270,1780
Gujarat,Amreli,2021,Sugarcane,7.54,1296.81,412.8,33.49,618,7.59,0.71,204.0,20.07,264,1190
Gujarat,Banaskantha,2020,Wheat,7.5,1285.43,409.62,35.53,680,7.31,0.67,208.0,19.68,273,2380
Gujarat,Banaskantha,2020,Rice,7.53,1323.49,414.2,34.46,626,7.16,0.68,197.0,19.95,272,1970
Gujarat,Banaskantha,2020, Bajra,7.61,1323.46,412.73,34.83,659,7.0,0.68,206.0,20.2,271,1320
Gujarat,Banaskantha,2020,Cotton,7.61,1323.49,410.28,34.66,629,7.05,0.67,202.0,20.35,285,1700
Gujarat,Banaskantha,2020,Sugarcane,7.24,1410.94,402.45,35.06,644,7.25,0.71,208.0,19.52,277,1203
Gujarat,Anand,2020,Wheat,7.46,1346.83,412.21,35.1,679,7.37,0.77,200.0,19.92,271,2540
Gujarat,Anand,2020,Rice,7.79,1394.46,419.5,37.18,641,7.33,0.78,207.0,19.8,280,2170
Gujarat,Anand,2020, Bajra,7.97,1340.75,392.77,34.97,675,7.21,0.79,210.0,19.76,277,1420
Gujarat,Anand,2020,Cotton,7.81,1372.07,411.4,35.68,660,7.31,0.75,209.0,20.34,279,1780
Gujarat,Anand,2020,Sugarcane,7.42,1381.07,417.88,36.09,647,7.24,0.8,205.0,20.14,278,1302
Gujarat,Rajkot,2020,Wheat,7.42,1283.0,403.24,33.01,606,7.03,0.72,211.0,18.69,273,2260
Gujarat,Rajkot,2020,Rice,7.47,1312.71,413.9,33.45,612,7.37,0.71,208.0,19.09,264,1900
Gujarat,Rajkot,2020, Bajra,7.66,1264.86,411.69,32.8,595,7.31,0.72,211.0,19.09,264,1270
Gujarat,Rajkot,2020,Cotton,7.64,1294.01,411.59,33.21,630,7.29,0.71,214.0,18.81,268,1740
Gujarat,Rajkot,2020,Sugarcane,7.55,1274.82,415.57,32.91,593,7.29,0.73,210.0,18.82,271,1350
Gujarat,Ahmedabad,2020,Wheat,7.4,1293.53,414.26,36.7,625,7.34,0.74,211.0,18.66,267,2440
Gujarat,Ahmedabad,2020,Rice,7.57,1319.51,422.57,37.17,631,7.58,0.74,211.0,19.19,261,2080
Gujarat,Ahmedabad,2020, Bajra,7.48,1312.38,409.11,37.01,643,7.48,0.72,218.0,18.5,277,1365
Gujarat,Ahmedabad,2020,Cotton,7.33,1328.52,413.29,37.07,637,7.78,0.74,214.0,19.7,269,1760
Gujarat,Ahmedabad,2020,Sugarcane,7.35,1298.16,415.66,36.43,652,7.33,0.74,208.0,19.45,277,1195
Gujarat,Kheda,2020,Wheat,7.45,1392.13,431.05,35.46,677,7.5,0.73,209.0,20.15,279,2540
Gujarat,Kheda,2020,Rice,7.61,1345.64,415.44,37.12,673,7.16,0.72,216.0,19.99,277,2120
Gujarat,Kheda,2020, Bajra,7.7,1371.08,411.96,36.08,647,7.4,0.75,203.0,19.17,270,1420
Gujarat,Kheda,2020,Cotton,7.71,1378.31,435.86,36.85,663,7.45,0.76,202.0,19.96,272,1790
Gujarat,Kheda,2020,Sugarcane,7.63,1389.15,427.82,36.05,658,7.04,0.77,209.0,19.48,269,1126
Gujarat,Bhavnagar,2020,Wheat,7.44,1294.15,426.11,34.85,636,7.36,0.72,204.0,19.0,275,2370
Gujarat,Bhavnagar,2020,Rice,7.59,1312.19,410.29,35.43,611,7.49,0.71,207.0,19.56,266,2000
Gujarat,Bhavnagar,2020, Bajra,7.3,1287.77,404.26,35.53,621,7.45,0.7,205.0,19.03,271,1320
Gujarat,Bhavnagar,2020,Cotton,7.53,1300.44,411.75,34.63,657,7.86,0.72,217.0,18.67,267,1740
Gujarat,Bhavnagar,2020,Sugarcane,7.37,1283.5,409.08,34.6,661,7.57,0.71,214.0,19.58,264,1260
Gujarat,Sabarkantha,2020,Wheat,7.59,1282.38,407.19,34.51,623,6.89,0.71,208.0,20.33,266,2330
Gujarat,Sabarkantha,2020,Rice,7.73,1279.66,404.59,34.34,652,6.92,0.68,204.0,19.55,273,2000
Gujarat,Sabarkantha,2020, Bajra,7.24,1272.62,403.06,33.34,636,7.16,0.7,206.0,20.21,269,1270
Gujarat,Sabarkantha,2020,Cotton,7.53,1296.26,397.65,34.07,652,7.19,0.68,212.0,20.58,272,1710
Gujarat,Sabarkantha,2020,Sugarcane,7.35,1273.48,400.33,34.51,635,7.02,0.69,206.0,19.01,267,1210
Gujarat,Surendranagar,2020,Wheat,7.46,1294.25,412.38,34.71,640,6.93,0.71,208.0,19.03,267,2300
Gujarat,Surendranagar,2020,Rice,7.43,1292.27,427.02,33.57,661,7.28,0.7,205.0,18.82,269,1950
Gujarat,Surendranagar,2020, Bajra,7.62,1293.71,417.14,34.29,644,7.36,0.72,203.0,19.18,265,1230
Gujarat,Surendranagar,2020,Cotton,7.49,1315.3,407.33,33.69,637,7.04,0.74,210.0,19.13,268,1700
Gujarat,Surendranagar,2020,Sugarcane,7.5,1294.01,419.85,34.75,651,7.42,0.71,203.0,19.39,272,1320
Gujarat,Bharuch,2020,Wheat,7.66,1411.05,420.43,35.09,650,7.23,0.7,204.0,19.87,274,2450
Gujarat,Bharuch,2020,Rice,7.41,1338.95,414.54,35.08,666,7.16,0.74,214.0,20.67,260,2100
Gujarat,Bharuch,2020, Bajra,7.68,1326.15,417.32,35.51,685,7.28,0.72,211.0,19.9,275,1350
Gujarat,Bharuch,2020,Cotton,7.75,1311.62,405.66,35.34,678,7.31,0.71,206.0,19.4,274,1760
Gujarat,Bharuch,2020,Sugarcane,7.61,1400.69,435.3,35.16,681,7.46,0.71,206.0,19.9,279,1156
Gujarat,Amreli,2020,Wheat,7.52,1254.1,396.29,31.64,618,7.12,0.67,203.0,19.28,266,2160
Gujarat,Amreli,2020,Rice,7.43,1299.8,396.27,31.35,597,6.94,0.71,209.0,19.07,268,1900
Gujarat,Amreli,2020, Bajra,7.55,1279.34,401.94,32.2,601,7.15,0.68,200.0,18.96,276,1220
Gujarat,Amreli,2020,Cotton,7.68,1248.17,384.69,31.42,583,7.01,0.67,202.0,18.89,272,1670
Gujarat,Amreli,2020,Sugarcane,7.42,1273.67,386.2,31.1,593,7.06,0.69,209.0,18.44,260,1236
Gujarat,Banaskantha,2019,Wheat,7.45,1319.12,396.17,34.92,645,7.22,0.66,198.0,20.04,262,2240
Gujarat,Banaskantha,2019,Rice,7.34,1273.26,398.51,33.95,660,7.11,0.66,204.0,20.39,272,1850
Gujarat,Banaskantha,2019, Bajra,7.3,1286.99,391.15,34.68,640,7.06,0.68,201.0,19.72,271,1250
Gujarat,Banaskantha,2019,Cotton,7.49,1303.58,390.43,34.25,660,7.11,0.65,198.0,19.87,270,1600
Gujarat,Banaskantha,2019,Sugarcane,7.55,1320.27,406.5,33.56,606,6.82,0.65,202.0,19.84,269,995
Gujarat,Anand,2019,Wheat,7.38,1340.75,394.27,35.21,660,7.57,0.73,208.0,20.09,274,2400
Gujarat,Anand,2019,Rice,7.54,1380.17,409.78,34.98,638,7.11,0.75,199.0,20.52,263,2040
Gujarat,Anand,2019, Bajra,7.55,1334.64,410.49,34.18,668,7.17,0.73,201.0,19.36,263,1350
Gujarat,Anand,2019,Cotton,7.48,1336.85,430.2,35.8,632,7.26,0.76,205.0,20.07,273,1670
Gujarat,Anand,2019,Sugarcane,7.58,1328.02,408.42,35.53,658,7.18,0.74,197.0,20.1,272,1062
Gujarat,Rajkot,2019,Wheat,7.49,1242.0,387.3,32.26,580,7.27,0.71,209.0,17.84,267,2140
Gujarat,Rajkot,2019,Rice,7.5,1307.02,401.22,32.53,580,7.15,0.69,208.0,18.31,260,1790
Gujarat,Rajkot,2019, Bajra,7.35,1271.94,404.15,33.21,589,7.36,0.69,206.0,18.08,266,1200
Gujarat,Rajkot,2019,Cotton,7.48,1229.98,388.52,31.84,594,7.11,0.71,203.0,17.55,265,1630
Gujarat,Rajkot,2019,Sugarcane,7.49,1276.55,402.61,31.52,593,7.54,0.7,200.0,18.06,259,1103
Gujarat,Ahmedabad,2019,Wheat,7.3,1280.52,404.57,35.53,638,7.56,0.71,207.0,17.71,261,2320
Gujarat,Ahmedabad,2019,Rice,7.33,1318.44,409.08,34.46,587,7.41,0.72,196.0,17.96,261,1960
Gujarat,Ahmedabad,2019, Bajra,7.41,1318.41,407.63,34.83,618,7.24,0.72,205.0,18.18,260,1300
Gujarat,Ahmedabad,2019,Cotton,7.4,1318.44,405.21,34.66,590,7.29,0.71,201.0,18.31,272,1660
Gujarat,Ahmedabad,2019,Sugarcane,7.05,1405.56,397.48,35.06,604,7.5,0.75,207.0,17.57,265,980
Gujarat,Kheda,2019,Wheat,7.36,1341.88,407.31,35.1,658,7.32,0.73,195.0,18.92,266,2400
Gujarat,Kheda,2019,Rice,7.69,1389.33,414.51,37.18,622,7.28,0.74,202.0,18.81,275,2020
Gujarat,Kheda,2019, Bajra,7.87,1335.82,388.1,34.97,655,7.16,0.75,205.0,18.78,272,1350
Gujarat,Kheda,2019,Cotton,7.71,1367.03,406.5,35.68,640,7.26,0.71,204.0,19.32,274,1690
Gujarat,Kheda,2019,Sugarcane,7.32,1375.99,412.9,36.09,627,7.19,0.76,200.0,19.14,273,1032
Gujarat,Bhavnagar,2019,Wheat,7.28,1288.02,398.26,35.01,631,7.17,0.7,202.0,17.7,267,2250
Gujarat,Bhavnagar,2019,Rice,7.32,1317.84,408.79,35.48,637,7.52,0.69,200.0,18.09,258,1880
Gujarat,Bhavnagar,2019, Bajra,7.51,1269.8,406.6,34.78,620,7.47,0.7,202.0,18.09,259,1250
Gujarat,Bhavnagar,2019,Cotton,7.49,1299.06,406.51,35.23,656,7.44,0.69,205.0,17.82,262,1630
Gujarat,Bhavnagar,2019,Sugarcane,7.4,1279.8,410.44,34.91,617,7.44,0.71,201.0,17.83,265,962
Gujarat,Sabarkantha,2019,Wheat,7.45,1234.74,399.1,32.74,635,6.99,0.68,203.0,18.66,262,2210
Gujarat,Sabarkantha,2019,Rice,7.62,1259.53,407.11,33.15,641,7.22,0.68,203.0,19.19,255,1880
Gujarat,Sabarkantha,2019, Bajra,7.53,1252.73,394.14,33.01,653,7.13,0.66,210.0,18.5,271,1200
Gujarat,Sabarkantha,2019,Cotton,7.38,1268.13,398.17,33.06,647,7.41,0.68,206.0,19.7,263,1600
Gujarat,Sabarkantha,2019,Sugarcane,7.4,1239.15,400.45,32.49,662,6.99,0.68,200.0,19.45,271,1230
Gujarat,Surendranagar,2019,Wheat,7.16,1295.94,405.69,33.49,656,7.4,0.68,200.0,18.14,269,2170
Gujarat,Surendranagar,2019,Rice,7.31,1252.67,391.0,35.05,652,7.06,0.67,207.0,17.99,267,1820
Gujarat,Surendranagar,2019, Bajra,7.4,1276.36,387.73,34.08,627,7.3,0.7,194.0,17.26,260,1160
Gujarat,Surendranagar,2019,Cotton,7.41,1283.08,410.22,34.8,642,7.35,0.71,193.0,17.97,262,1580
Gujarat,Surendranagar,2019,Sugarcane,7.33,1293.17,402.66,34.05,638,6.95,0.72,200.0,17.53,259,1130
Gujarat,Bharuch,2019,Wheat,7.49,1308.91,420.91,33.85,646,7.21,0.72,198.0,19.0,273,2250
Gujarat,Bharuch,2019,Rice,7.64,1327.15,405.29,34.42,620,7.33,0.71,201.0,19.56,264,1970
Gujarat,Bharuch,2019, Bajra,7.35,1302.46,399.33,34.52,630,7.3,0.7,200.0,19.03,269,1300
Gujarat,Bharuch,2019,Cotton,7.58,1315.27,406.73,33.64,668,7.7,0.72,211.0,18.67,265,1660
Gujarat,Bharuch,2019,Sugarcane,7.42,1298.14,404.09,33.61,671,7.41,0.71,208.0,19.58,263,1150
Gujarat,Amreli,2019,Wheat,7.54,1222.97,397.14,31.47,570,6.8,0.67,200.0,18.3,259,1990
Gujarat,Amreli,2019,Rice,7.68,1220.37,394.6,31.31,596,6.82,0.64,197.0,17.59,266,1820
Gujarat,Amreli,2019, Bajra,7.19,1213.66,393.11,30.39,582,7.06,0.66,198.0,18.19,262,1150
Gujarat,Amreli,2019,Cotton,7.48,1236.2,387.83,31.06,597,7.09,0.64,204.0,18.52,265,1550
Gujarat,Amreli,2019,Sugarcane,7.3,1214.48,390.44,31.47,581,6.92,0.65,198.0,17.11,260,969
Gujarat,Banaskantha,2018,Wheat,7.31,1264.5,397.29,32.73,630,6.69,0.64,196.0,20.03,262,2100
Gujarat,Banaskantha,2018,Rice,7.28,1262.57,411.4,31.65,651,7.03,0.63,193.0,19.81,264,1740
Gujarat,Banaskantha,2018, Bajra,7.47,1263.97,401.88,32.33,634,7.11,0.65,192.0,20.19,260,1190
Gujarat,Banaskantha,2018,Cotton,7.34,1285.06,392.42,31.77,627,6.79,0.67,198.0,20.13,263,1500
Gujarat,Banaskantha,2018,Sugarcane,7.35,1264.26,404.49,32.77,640,7.16,0.64,192.0,20.42,267,1230
Gujarat,Anand,2018,Wheat,7.61,1348.8,410.3,34.09,630,7.13,0.7,190.0,19.87,264,2260
Gujarat,Anand,2018,Rice,7.36,1279.88,404.55,34.07,646,7.06,0.74,200.0,20.67,251,1920
Gujarat,Anand,2018, Bajra,7.63,1267.64,407.27,34.49,664,7.18,0.72,197.0,19.9,265,1290
Gujarat,Anand,2018,Cotton,7.7,1253.75,395.88,34.33,657,7.21,0.71,192.0,19.4,264,1560
Gujarat,Anand,2018,Sugarcane,7.56,1338.9,424.81,34.15,660,7.36,0.71,192.0,19.9,269,1160
Gujarat,Rajkot,2018,Wheat,7.42,1234.19,386.39,30.65,592,7.12,0.67,196.0,18.27,256,2020
Gujarat,Rajkot,2018,Rice,7.33,1279.16,386.37,30.37,572,6.94,0.71,202.0,18.06,258,1690
Gujarat,Rajkot,2018, Bajra,7.45,1259.03,391.89,31.19,576,7.15,0.68,193.0,17.96,265,1150
Gujarat,Rajkot,2018,Cotton,7.57,1228.36,375.08,30.44,559,7.01,0.67,196.0,17.89,262,1540
Gujarat,Rajkot,2018,Sugarcane,7.32,1253.46,376.55,30.12,569,7.06,0.69,202.0,17.47,251,1164
Gujarat,Ahmedabad,2018,Wheat,7.2,1308.93,391.21,34.92,594,7.42,0.7,197.0,18.03,250,2200
Gujarat,Ahmedabad,2018,Rice,7.09,1263.43,393.53,33.95,608,7.31,0.7,203.0,18.35,260,1850
Gujarat,Ahmedabad,2018, Bajra,7.05,1277.05,386.26,34.68,590,7.26,0.72,200.0,17.75,259,1240
Gujarat,Ahmedabad,2018,Cotton,7.24,1293.51,385.55,34.25,608,7.31,0.69,197.0,17.88,258,1570
Gujarat,Ahmedabad,2018,Sugarcane,7.3,1310.07,401.42,33.56,559,7.01,0.69,201.0,17.86,257,1190
Gujarat,Kheda,2018,Wheat,7.24,1345.79,394.27,35.21,640,7.52,0.69,204.0,19.09,269,2260
Gujarat,Kheda,2018,Rice,7.39,1385.36,409.78,34.98,619,7.06,0.71,195.0,19.5,258,1960
Gujarat,Kheda,2018, Bajra,7.4,1339.66,410.49,34.18,648,7.12,0.69,197.0,18.39,258,1290
Gujarat,Kheda,2018,Cotton,7.33,1341.88,430.2,35.8,612,7.21,0.72,201.0,19.07,268,1600
Gujarat,Kheda,2018,Sugarcane,7.43,1333.01,408.42,35.53,637,7.13,0.7,193.0,19.1,267,1135
Gujarat,Bhavnagar,2018,Wheat,7.34,1242.0,382.4,34.28,609,7.42,0.69,201.0,17.84,263,2120
Gujarat,Bhavnagar,2018,Rice,7.35,1307.02,396.14,34.56,610,7.3,0.67,200.0,18.31,256,1820
Gujarat,Bhavnagar,2018, Bajra,7.2,1271.94,399.04,35.29,619,7.51,0.67,198.0,18.08,262,1190
Gujarat,Bhavnagar,2018,Cotton,7.33,1229.98,383.6,33.83,624,7.26,0.69,195.0,17.55,261,1540
Gujarat,Bhavnagar,2018,Sugarcane,7.34,1276.55,397.51,33.49,623,7.7,0.68,192.0,18.06,255,1240
Gujarat,Sabarkantha,2018,Wheat,7.35,1216.74,389.4,32.49,649,7.1,0.65,199.0,17.71,256,2080
Gujarat,Sabarkantha,2018,Rice,7.38,1252.77,393.74,31.51,597,6.96,0.66,189.0,17.96,256,1820
Gujarat,Sabarkantha,2018, Bajra,7.46,1252.74,392.35,31.85,629,6.8,0.66,198.0,18.18,255,1150
Gujarat,Sabarkantha,2018,Cotton,7.45,1252.77,390.02,31.69,600,6.85,0.65,194.0,18.31,267,1500
Gujarat,Sabarkantha,2018,Sugarcane,7.1,1335.55,382.57,32.05,614,7.04,0.69,200.0,17.57,260,1160
Gujarat,Surendranagar,2018,Wheat,7.12,1247.8,382.77,32.18,633,7.17,0.67,187.0,16.93,255,2040
Gujarat,Surendranagar,2018,Rice,7.43,1291.93,389.54,34.08,597,7.13,0.68,194.0,16.83,264,1770
Gujarat,Surendranagar,2018, Bajra,7.61,1242.17,364.72,32.06,629,7.01,0.69,197.0,16.8,261,1110
Gujarat,Surendranagar,2018,Cotton,7.45,1271.18,382.01,32.71,615,7.11,0.65,196.0,17.29,263,1480
Gujarat,Surendranagar,2018,Sugarcane,7.08,1279.52,388.03,33.09,603,7.05,0.7,193.0,17.12,262,1233
Gujarat,Bharuch,2018,Wheat,7.28,1303.05,398.26,33.01,631,7.03,0.69,198.0,17.7,264,2120
Gujarat,Bharuch,2018,Rice,7.32,1333.22,408.79,33.45,637,7.37,0.68,196.0,18.09,255,1870
Gujarat,Bharuch,2018, Bajra,7.51,1284.62,406.6,32.8,620,7.31,0.69,198.0,18.09,256,1250
Gujarat,Bharuch,2018,Cotton,7.49,1314.22,406.51,33.21,656,7.29,0.68,201.0,17.82,259,1560
Gujarat,Bharuch,2018,Sugarcane,7.4,1294.74,410.44,32.91,617,7.29,0.7,197.0,17.83,262,1130
Gujarat,Amreli,2018,Wheat,7.35,1185.74,389.0,29.76,570,6.89,0.63,196.0,16.69,256,1890
Gujarat,Amreli,2018,Rice,7.52,1209.55,396.8,30.13,576,7.12,0.63,196.0,17.17,249,1770
Gujarat,Amreli,2018, Bajra,7.43,1203.01,384.16,30.01,587,7.03,0.61,202.0,16.55,265,1100
Gujarat,Amreli,2018,Cotton,7.28,1217.81,388.09,30.06,581,7.31,0.63,199.0,17.62,257,1400
Gujarat,Amreli,2018,Sugarcane,7.3,1189.98,390.31,29.54,595,6.89,0.63,193.0,17.4,264,1230
Gujarat,Banaskantha,2017,Wheat,7.02,1270.63,390.48,31.52,646,7.14,0.61,195.0,19.15,263,1990
Gujarat,Banaskantha,2017,Rice,7.16,1228.2,376.34,32.99,642,6.82,0.59,201.0,18.99,262,1640
Gujarat,Banaskantha,2017, Bajra,7.25,1251.43,373.19,32.07,617,7.05,0.62,190.0,18.21,255,1180
Gujarat,Banaskantha,2017,Cotton,7.26,1258.02,394.84,32.75,632,7.1,0.63,188.0,18.97,257,1430
Gujarat,Banaskantha,2017,Sugarcane,7.18,1267.91,387.56,32.04,628,6.71,0.64,195.0,18.5,254,1203
Gujarat,Anand,2017,Wheat,7.44,1254.78,410.52,32.85,627,7.11,0.7,191.0,19.0,263,2140
Gujarat,Anand,2017,Rice,7.59,1272.27,395.28,33.41,601,7.23,0.69,194.0,19.56,255,1810
Gujarat,Anand,2017, Bajra,7.3,1248.6,389.47,33.5,611,7.19,0.68,193.0,19.03,259,1270
Gujarat,Anand,2017,Cotton,7.53,1260.88,396.69,32.65,647,7.59,0.7,204.0,18.67,255,1500
Gujarat,Anand,2017,Sugarcane,7.37,1244.45,394.11,32.62,651,7.31,0.69,200.0,19.58,253,1135
Gujarat,Rajkot,2017,Wheat,7.38,1218.02,387.08,30.45,551,6.8,0.67,200.0,17.28,251,1920
Gujarat,Rajkot,2017,Rice,7.53,1215.43,384.61,30.3,576,6.82,0.64,197.0,16.62,258,1620
Gujarat,Rajkot,2017, Bajra,7.05,1208.75,383.16,29.41,562,7.06,0.66,198.0,17.18,254,1130
Gujarat,Rajkot,2017,Cotton,7.33,1231.19,378.01,30.06,577,7.09,0.64,204.0,17.49,257,1470
Gujarat,Rajkot,2017,Sugarcane,7.16,1209.56,380.56,30.45,561,6.92,0.65,198.0,16.16,252,1279
